ID,No. de caja,Secuencia de expedientes,No. de expediente,Contenido,Fecha,No. de Ley/Resolución/Decreto,Observaciones,Tipo de Iniciativa,Resolución / contrato
155,2,1110-1148,1137,Proyecto de ley que modifica la de Apropiaciones de 1931 (sueldo del Secretario de la Junta Central Electoral). ,04/03/1931,-,,Proyecto de Ley,
156,2,1110-1148,1138,Proyecto de ley que modifica la de Gastos Públicos en su Cap. II (supresión de cargo de Consultor Jurídico y creación del Secretario Particular del Presidente de la República). ,04/03/1931,-,,Proyecto de Ley,
157,2,1110-1148,1139,"Proyecto de ley que modifica las resoluciones 5, 6, 7 y 11 de la letra “D” del artículo único de la #601 y 3 y 4 de la #278 de fechas 21 de diciembre de 1926 y 24 de noviembre de 1925, respectivamente.",05/03/1931,-,,Proyecto de Ley,
158,2,1110-1148,1140,Proyecto de ley sobre transferencias de fondos en el presupuesto de Gastos Públicos del año (sueldo de un mecanógrafo de la Secretaría de Estado de la Presidencia).,09/03/1931,-,,Proyecto de Ley,
159,2,1110-1148,1141,Proyecto de ley por cuyo medio se reconoce y consagra personalidad  jurídica a la Iglesia Católica Apostólica Romana y a todas las instituciones que de ellas dependan.,06/03/1931,Ley #117,,Proyecto de Ley,
160,2,1110-1148,1142,Proyecto de ley que asigna un crédito de $100 mensuales a la benemérita “Sociedad Amantes de la Luz” de la ciudad de Santiago.,10/03/1931,Ley #108,,Proyecto de Ley,
161,2,1110-1148,1143,"Proyecto de ley que jubila con $266.66 al Lic. Rafael Justino Castillo, expresidente de la Suprema Corte de Justicia.",11/03/1931,Ley #110,,Proyecto de Ley,
162,2,1110-1148,1144,Proyecto de ley que transfiere la suma de $472.00 del símbolo G-31514-C (Instrucción Pública) al Cap. VII 2 (Secretaría de Estado de Agricultura y Comercio) y crea el símbolo G-30903-A.,13/03/1931,-,,Proyecto de Ley,
163,2,1110-1148,1145,Proyecto de ley que modifica la #61 del 26 de diciembre de 1930 y dispone dedicar el superávit a varias obras (pavimentación y alcantarillado de la ciudad de Santo Domingo).,16/03/1931,Ley #61,,Proyecto de Ley,
165,2,1110-1148,1146,Proyecto de ley sobre automóviles de turistas.,16/03/1931,Ley #103,,Proyecto de Ley,
166,2,1110-1148,1147,Proyecto de ley que denomina “general Eugenio Miches” a la carretera que partiendo de La Romana empalma con la carretera “Mella”.,25/03/1931,Ley #112,,Proyecto de Ley,
167,2,1110-1148,1148,Proyecto de ley que reduce el símbolo 10340 de la Ley de Apropiaciones #55.,25/03/1931,-,,Proyecto de Ley,
168,Pendiente,1149-1175,1149,Proyecto de ley de Cabotaje.,20/03/1931,-,,Proyecto de Ley,
169,Pendiente,1149-1175,1150,Proyecto de ley que modifica la de Apropiaciones #55 su relación con el Tribunal de Tierras.,21/03/1931,-,,Proyecto de Ley,
170,Pendiente,1149-1175,1151,Proyecto de ley que agrega algunos párrafos al artículo 21 de la Ley Orgánica de Enseñanza Pública.,23/03/1931,-,Contiene comentario “no” al lado del número de expediente.,Proyecto de Ley,
171,Pendiente,1149-1175,1152,Proyecto de ley que introduce modificaciones a la Ley de Apropiaciones #55 (hospitales).,23/03/1931,-,,Proyecto de Ley,
172,Pendiente,1149-1175,1153,Proyecto de ley que modifica la No. 119 en su símbolo 31406 (Manicomio Padre Billini).,25/03/1931,-,,Proyecto de Ley,
173,Pendiente,1149-1175,1154,Proyecto de ley que reglamenta la forma en que se deben pagar algunos impuestos de Rentas Internas.,25/03/1931,Ley #253,,Proyecto de Ley,
174,Pendiente,1149-1175,1155,Proyecto de ley que modifica la de Apropiaciones en el símbolo G-32126-A- y G-32128-A-.,31/03/1931,-,,Proyecto de Ley,
175,Pendiente,1149-1175,1156,Proyecto de ley que transfiere fondos de un símbolo a otro en los fondos votados para atenciones del Ejército Nacional por la Ley de Presupuesto para 1931.,31/03/1931,-,,Proyecto de Ley,
176,Pendiente,1149-1175,1157,Proyecto de ley que transfiere fondos en la Ley de Apropiaciones y modifica el símbolo 30121 correspondiente a la legación de la República en Washington.,01/04/1931,-,,Proyecto de Ley,
177,Pendiente,1149-1175,1158,Proyecto de ley sobre Secretarías de Estado.,01/04/1931,Ley #179,,Proyecto de Ley,
178,Pendiente,1149-1175,1159,Proyecto de ley que transfiere la suma de $500 del Cap. G-1 al Cap. I de la Ley  de Gastos Públicos.,08/04/1931,-,,Proyecto de Ley,
179,Pendiente,1149-1175,1160,Proyecto de ley que establece que la O. E. #149 sea aplicable a todos los ferrocarriles existentes en la República.,13/04/1931,Ley #135,,Proyecto de Ley,
180,Pendiente,1149-1175,1161,Proyecto de ley que prohíbe la fabricación de pólvora en el territorio nacional.,13/04/1931,Ley #155,,Proyecto de Ley,
181,Pendiente,1149-1175,1162,Decreto que acuerda el traslado de las cámaras legislativas a la ciudad de Santiago.,16/04/1931,Decreto #507,,Decreto,
182,Pendiente,1149-1175,1163,"Proyecto de ley que vota la suma de $10, 000,00 para traslado de las cámaras legislativas con sus empleados necesarios.",18/04/1931,-,,Proyecto de Ley,
183,Pendiente,1149-1175,1164,"Proyecto de ley que modifica la #91, del 12 de febrero de 1931 (condecoración de Juan Pablo Duarte).",23/04/1931,Ley #151,,Proyecto de Ley,
184,Pendiente,1149-1175,1165,Proyecto de ley que modifica la de Gastos Públicos introduciendo algunas economías en algunos hospitales y asilos subvencionados por el Estado.,24/04/1931,-, ,Proyecto de Ley,
185,Pendiente,1149-1175,1166,Proyecto de Ley de Apropiaciones para 1931.,01/05/1931,-,,Proyecto de Ley,
186,Pendiente,1149-1175,1167,"Proyecto de ley que transfiere la suma de $6,000.00 del Cap. VI-1 al Cap. IV de la Ley de Apropiaciones #55.",05/05/1931,-,,Proyecto de Ley,
187,Pendiente,1149-1175,1168,Proyecto de ley que modifica la No. 119 de Apropiaciones en el símbolo 30124.,11/05/1931,-,,Proyecto de Ley,
188,Pendiente,1149-1175,1169,Proyecto de ley que modifica el artículo 1° de la #33 sobre derecho consular.,12/05/1931,Ley #130,,Proyecto de Ley,
189,Pendiente,1149-1175,1170,Proyecto de ley que transfiere fondos en la de Apropiaciones #119 para aumentar la apropiación correspondiente a la legación dominicana en Londres elevada a plenipotenciaria.,12/05/1931,-,,Proyecto de Ley,
190,Pendiente,1149-1175,1171,Proyecto de ley que modifica la de Apropiaciones #119 en el símbolo 30910 por supresión de los Inspectores de Frutos.,12/05/1931,-,,Proyecto de Ley,
191,Pendiente,1149-1175,1172,Proyecto de ley que transfiere fondos en el Cap. II de la #119 para aumentar la subvención acordada al Liceo Musical.,12/05/1931,-,,Proyecto de Ley,
192,Pendiente,1149-1175,1173,Proyecto de ley que modifica la #70 de fecha 13 de enero de 1931 (licencia para usar escopeta para cazar).,12/05/1931,Ley #134,,Proyecto de Ley,
194,Pendiente,1149-1175,1174,"Proyecto de ley que aprueba varios nombramientos diplomáticos (don Federico Henríquez y Carvajal, Lic. Roberto Despradel y Rafael Brache.",12/05/1931,-,,Proyecto de Ley,
195,Pendiente,1149-1175,1175,Resolución que aprueba el contrato intervenido entre el Gobierno dominicano y la Compañía Agrícola Dominicana C. por A.,12/05/1931,Resolución #162,,Resolución,
196,Pendiente,1176-1202,1176,Proyecto de ley que transfiere fondos en la #119 con fines de modificación de la misma ley en los símbolos 30149 y 30201.,13/05/1931,-,,Proyecto de Ley,
197,Pendiente,1176-1202,1177,Proyecto de ley de Construcciones y Reconstrucciones para la ciudad de Santo Domingo.,19/03/1931,Ley #142,,Proyecto de Ley,
198,Pendiente,1176-1202,1178,Proyecto de ley que fija tasas y derechos postales de acuerdo a la Convención Postal Universal y el Convenio sobre Encomiendas Postales.,21/05/1931,-,,Proyecto de Ley,
199,Pendiente,1176-1202,1179,"Proyecto de ley que modifica el artículo 15 de la #74 (servicio de agua, acueducto).",21/05/1931,Ley #141,,Proyecto de Ley,
200,Pendiente,1176-1202,1180,Proyecto de ley que transfiere la suma de $1.100.00 del Cap. VI-1 al Cap. VIII. ,21/05/1931,-,,Proyecto de Ley,
201,Pendiente,1176-1202,1181,Proyecto de ley que reforma el decreto #136 del presidente provisional Vicini Brugos sobre impuesto de muelles.,25/05/1931,Ley #139,,Proyecto de Ley,
202,Pendiente,1176-1202,1182,Proyecto de ley que autoriza transferencias en la #119.,25/05/1931,-,,Proyecto de Ley,
203,Pendiente,1176-1202,1183,Proyecto de ley que transfiere fondos al Cap. IV y crea además dos cargos en la legación dominicana en Washington.,26/05/1931,-,,Proyecto de Ley,
204,Pendiente,1176-1202,1184,"Proyecto de ley que hace obligatoria la transcripción de todo acto, certificación o título de propiedad inmobiliaria.",26/05/1931,Ley #133,,Proyecto de Ley,
205,Pendiente,1176-1202,1185,Proyecto de ley que establece una pensión a favor de Juan Francisco Sánchez hijo del libertador Francisco del Rosario Sánchez.,26/05/1931,Ley #125,,Proyecto de Ley,
206,Pendiente,1176-1202,1186,Proyecto de ley que modifica los artículos 31 y 32 de la #67 de Patentes.,26/05/1931,Ley #140,,Proyecto de Ley,
207,Pendiente,1176-1202,1187,Proyecto de ley que modifica el artículo 2 de la #39 (impuesto a los cigarrillos). ,26/05/1931,-,,Proyecto de Ley,
208,Pendiente,1176-1202,1188,Proyecto de ley que establece un impuesto de 1/10 centavo por cada galón de melaza producido en la República y dedicado a comercio.,26/05/1931,Ley #208,,Proyecto de Ley,
209,Pendiente,1176-1202,1189,Resolución que aprueba el estado de recaudación e inversión de las rentas nacionales correspondiente a la vigencia económica de 1930.,26/05/1931,Ley #143,,Resolución,
210,Pendiente,1176-1202,1190,Proyecto de ley que provee de un cuerpo de profesores idóneos a las escuelas públicas. ,27/05/1931,-,,Proyecto de Ley,
211,Pendiente,1176-1202,1191,Proyecto de ley que declara de utilidad pública la canalización del río Camú en la zona de los barrios bajos de la ciudad de La Vega.,28/05/1931,Ley #163,,Proyecto de Ley,
212,Pendiente,1176-1202,1192,Proyecto de ley que modifica la de Org. Judicial y crea una Cámara para lo civil y comercial en el distrito judicial de Santiago.,27/05/1931,Ley #412,,Proyecto de Ley,
213,Pendiente,1176-1202,1193,Proyecto de ley que modifica la de Gastos Públicos introduciendo economías en hospitales y asilos subvencionados por el Estado.,30/05/1931,-,,Proyecto de Ley,
214,Pendiente,1176-1202,1194,Proyecto de ley que especializa los fondos provenientes de las tasas radiotelegráficas aplicadas a los mensajes dirigidos al exterior.,01/06/1931,Ley #164,,Proyecto de Ley,
215,Pendiente,1176-1202,1195,Proyecto de ley que destina para el pago de los profesores agregados de la Facultad de Matemáticas de la Universidad $200.00 que estaban destinados a equipo y $150.00 de los gastos ctes. de la misma institución.,06/06/1931,-,,Proyecto de Ley,
216,Pendiente,1176-1202,1196,Proyecto de ley que modifica la #133 al 5 de junio de 1931 sobre transcripción obligatoria de los títulos exceptuando los del Tribunal de Tierras.,09/06/1931,Ley #190,,Proyecto de Ley,
217,Pendiente,1176-1202,1197,Proyecto de ley que reforma el párrafo 4° de la #140 que modifica la #67 de Patentes.,09/06/1931,Ley #154,,Proyecto de Ley,
218,Pendiente,1176-1202,1198,Proyecto de ley que establece un impuesto sobre cada galón de petróleo crudo y gasoil.,10/06/1931,Ley #170,,Proyecto de Ley,
219,Pendiente,1176-1202,1199,Proyecto de ley que define y sanciona los monopolios.,18/06/1931,-,Contiene comentario “no” al lado del número de expediente.,Proyecto de Ley,
220,Pendiente,1176-1202,1200,Proyecto de resolución que aprueba un impuesto de un peso mensual sobre cada carreta que rinda servicios en los límites de la común de La Romana.,19/06/1931,-,,Resolución,
221,Pendiente,1176-1202,1201,"Proyecto de ley que modifica el párrafo #59 de la No. 67 de Patentes (traficante en cacao, café, tabaco en rama).",15/07/1931,Ley #159,,Proyecto de Ley,
222,Pendiente,1176-1202,1202,"Proyecto de ley que autoriza al Poder Ejecutivo para emitir bonos de la República por valor de $5, 000,000.00.",15/07/1931,Ley #158,,Proyecto de Ley,
223,Pendiente,1203-1230,1203,Proyecto de ley que aumenta los fondos del servicio sanitario del producido de las multas impuestas por violaciones a la Ley de Sanidad.,18/06/1931,-,,Proyecto de Ley,
224,Pendiente,1203-1230,1204,"Terna para designar el Senador por la provincia de Monte Cristi, vacante producida por la muerte del senador Desiderio Arias. ",22/06/1931,-,,Terna,
225,Pendiente,1203-1230,1205,"Proyecto de ley que subsana las irregularidades cometidas en el registro de nacimiento del Oficialato Civil de Santiago, desde el 27 de marzo al 5 de diciembre de 1927.",30/06/1931,Ley #165,,Proyecto de Ley,
226,Pendiente,1203-1230,1206,Proyecto de ley que prohíbe las jugadas de gallo en las colonias agrícolas del estado o cerca de ellas. ,30/06/1931,Ley #166,,Proyecto de Ley,
227,Pendiente,1203-1230,1207,Proyecto de ley que pensiona en $250.00 el Sr. Juan Francisco Sánchez.,17/07/1931,Ley #171,Contiene información colocada entre paréntesis poco legible.,Proyecto de Ley,
228,Pendiente,1203-1230,1208,Proyecto de ley que rebaja un 15% de los sueldos de los empleados públicos.,23/07/1931,Ley #160,,Proyecto de Ley,
229,Pendiente,1203-1230,1209,"Proyecto de ley que transfiere del Cap. II-2 al Cap. II-1de la de Apropiaciones #119 la suma de /7,050.00 para el pago del personal de la Comisión de Pensiones.",23/07/1931,-,,Proyecto de Ley,
230,Pendiente,1203-1230,1210,Proyecto de ley que transfiere fondos a favor del símbolo G-14131-B- para sellos.,24/07/1931,-,,Proyecto de Ley,
231,Pendiente,1203-1230,1211,Resolución que aprueba los nombramientos diplomáticos expedidos a favor de los Sres. Osvaldo Bazil y el Dr. Roberto Kück.,23/07/1931,Resolución #161,,Resolución,
232,Pendiente,1203-1230,1212,Proyecto de ley que autoriza transferencias en la de Apropiaciones #119 en interés del fomento agrícola del país.,29/07/1931,-,,Proyecto de Ley,
233,Pendiente,1203-1230,1213,Proyecto de ley que pensiona a doña Flor de María Henríquez Vda. del Dr. Arístides Fiallo Cabral.,31/07/1931,Ley #175,,Proyecto de Ley,
234,Pendiente,1203-1230,1214,Proyecto de ley que opera reducciones  y supresiones en la de Presupuesto.,12/08/1931,-,,Proyecto de Ley,
235,Pendiente,1203-1230,1215,Proyecto de ley que exceptúa de la disposición contenida en el artículo 1° de la #160 a los miembros del cuerpo diplomático y consular (rebaja de sueldos).,13/08/1931,Ley #176,,Proyecto de Ley,
236,Pendiente,1203-1230,1216,"Proyecto de ley que transfiere la elaboración de las fiestas nacionales para el siguiente día, cuando estas coincidan en un día domingo.",14/08/1931,Ley #189,,Proyecto de Ley,
237,Pendiente,1203-1230,1217,Proyecto de ley que autoriza transferencia de fondos de la de Presupuesto. ,20/08/1931,-,,Proyecto de Ley,
238,Pendiente,1203-1230,1218,"Proyecto de ley que modifica la de Presupuesto (Cap. II, III, IV, V y VII).",21/08/1931,-,,Proyecto de Ley,
239,Pendiente,1203-1230,1219,"Proyecto de ley que modifica la del Presupuesto (Cap. II, IV, VII y VI)",21/08/1931,-,,Proyecto de Ley,
240,Pendiente,1203-1230,1220,Resolución que declara sustituidos de sus cargos legislativos al senador Jaime Sánchez y al diputado Jaime Sánchez hijo.,21/08/1931,-,,Resolución,
241,Pendiente,1203-1230,1221,Proyecto de ley que autoriza transferencias en el presupuesto del Cap. VII al Cap. II-1.,24/08/1931,-,,Proyecto de Ley,
242,Pendiente,1203-1230,1222,Proyecto de ley que autoriza transferencias de fondos en el presupuesto (Cap. III-2).,24/08/1931,-,,Proyecto de Ley,
243,Pendiente,1203-1230,1223,Proyecto de ley que fija el sueldo del Secretario de Estado de Relaciones Exteriores.,26/08/1931,-,,Proyecto de Ley,
244,Pendiente,1203-1230,1224,Proyecto de ley que fija un impuesto de 1/10% de centavo sobre la melaza.,08/08/1931,-,,Proyecto de Ley,
245,Pendiente,1203-1230,1225,Proyecto de ley que modifica el Fondo Especial de la de Apropiaciones #55 en un símbolo 30259.,24/08/1931,-,,Proyecto de Ley,
246,Pendiente,1203-1230,1226,Proyecto de ley que transfiere $212.00 en la de Presupuesto para atender a necesidades del servicio en la oficina del Auditor y Contralor General. ,26/10/1931,-,,Proyecto de Ley,
247,Pendiente,1203-1230,1227,Proyecto de ley que transfiere fondos en la del Presupuesto Cap. IV.,28/08/1931,-,,Proyecto de Ley,
248,Pendiente,1203-1230,1228,Proyecto de ley que autoriza la transferencia de la suma de $6.009.72 a la cuenta depositaria de la “Guaranty Trusts Company”. ,28/08/1931,-,,Proyecto de Ley,
249,Pendiente,1203-1230,1229,Proyecto de ley que sufraga gastos de viaje de la representación de la República en la Sociedad de las Naciones y otras.,28/08/1931,-,,Proyecto de Ley,
250,Pendiente,1203-1230,1230,Proyecto de ley que apropia las sumas necesarias para el funcionamiento de las Secretarías de Estado de Hacienda y Trabajo y Comunicaciones. ,29/08/1931,-,,Proyecto de Ley,
251,Pendiente,1231-1266,1231,"Proyecto de ley que deroga la No. 158, del 17 de julio de 1931 y autoriza al Poder Ejecutivo a emitir bonos por un valor de $25, 000,000.00.",31/08/1931,Ley #195,Contiene comentario entre paréntesis “sin ejecución”.,Proyecto de Ley,
252,Pendiente,1231-1266,1232,Proyecto de ley que reforma la de Org. Comunal.,31/08/1931,-,Contiene comentario “no” al lado del número de expediente.,Proyecto de Ley,
